"id","name","short_name","code","status","created_at","updated_at","service_url","agent_app_url","dark_background_logo_url","light_background_logo_url","logomark_url","egate_reentry_window_minutes","reentry_window_minutes","reentry_window_type","reports_deduping_window_minutes","partner_company_group_id","place_policy"
523,"Empresa Teste","teste","EM","DELETED","2025-07-28 23:07:53.952","2025-07-28 23:08:43.67",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
524,"Object Edge Airlines, Inc.","QAT","QA","DELETED","2025-07-29 23:02:43.9","2025-07-30 20:52:05.445",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
525,"Empresa Teste","teste","EM","DELETED","2025-07-29 23:07:47.186","2025-07-29 23:08:37.06",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
526,"Object Edge Airlines, Inc.","QAT","QA","DELETED","2025-07-30 20:51:36.833","2025-07-30 23:03:29.4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
527,"Empresa Teste","teste","EM","DELETED","2025-07-30 20:56:30.177","2025-07-30 20:57:19.723",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
528,"Object Edge Airlines, Inc.","QAT","QA","DELETED","2025-07-30 23:02:58.351","2025-07-31 23:03:08.759",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
529,"Empresa Teste","teste","EM","DELETED","2025-07-30 23:08:02.32","2025-07-30 23:08:52.182",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
530,"Object Edge Airlines, Inc.","QAT","QA","DELETED","2025-07-31 23:02:39.776","2025-08-01 23:03:11.182",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
531,"Empresa Teste","teste","EM","DELETED","2025-07-31 23:07:36.433","2025-07-31 23:08:26.227",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
532,"Object Edge Airlines, Inc.","QAT","QA","DELETED","2025-08-01 23:02:42.091","2025-08-02 23:03:28.425",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
533,"Empresa Teste","teste","EM","DELETED","2025-08-01 23:07:42.205","2025-08-01 23:08:32.176",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
534,"Object Edge Airlines, Inc.","QAT","QA","DELETED","2025-08-02 23:02:58.276","2025-08-03 23:03:11.804",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
535,"Empresa Teste","teste","EM","DELETED","2025-08-02 23:08:06.204","2025-08-02 23:08:56.206",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
536,"Object Edge Airlines, Inc.","QAT","QA","DELETED","2025-08-03 23:02:41.293","2025-08-04 23:03:18.8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
537,"Empresa Teste","teste","EM","DELETED","2025-08-03 23:07:55.182","2025-08-03 23:08:46.059",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
538,"Object Edge Airlines, Inc.","QAT","QA","DELETED","2025-08-04 23:02:49.835","2025-08-05 23:03:08.377",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
539,"Empresa Teste","teste","EM","DELETED","2025-08-04 23:07:45.247","2025-08-04 23:08:35.121",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
540,"Object Edge Airlines, Inc.","QAT","QA","DELETED","2025-08-05 23:02:39.21","2025-08-06 19:05:24.754",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
541,"Empresa Teste","teste","EM","DELETED","2025-08-05 23:07:40.175","2025-08-05 23:08:30.081",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
542,"Object Edge Airlines, Inc.","QAT","QA","DELETED","2025-08-06 19:04:55.422","2025-08-06 23:03:25.721",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
543,"Empresa Teste","teste","EM","DELETED","2025-08-06 19:09:55.664","2025-08-06 19:10:45.605",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
544,"Object Edge Airlines, Inc.","QAT","QA","DELETED","2025-08-06 23:02:54.283","2025-08-07 19:10:35.958",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
545,"Empresa Teste","teste","EM","DELETED","2025-08-06 23:08:09.132","2025-08-06 23:08:59.852",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
546,"Object Edge Airlines, Inc.","QAT","QA","DELETED","2025-08-07 19:10:06.684","2025-08-07 20:23:53.94",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
547,"Object Edge Airlines, Inc.","QAT","QA","DELETED","2025-08-07 20:23:24.335","2025-08-07 23:03:11.828",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
548,"Object Edge Airlines, Inc.","QAT","QA","DELETED","2025-08-07 23:02:42.785","2025-08-08 20:26:06.813",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
549,"Lufthansa","Lufthansa","LH","ACTIVE","2025-08-08 14:46:59.245","2026-01-23 20:10:02.778",NULL,NULL,"/assets/images/lufthansa dark.png","/assets/images/LUFTHANSA-LOGO-COLOR.svg","/assets/images/luftrhansa logo small.png",NULL,NULL,"SAME_DAY",NULL,1146,"TIER"
550,"British Airways","British","BA","DELETED","2025-08-08 17:35:56.354","2025-09-04 14:00:25.875",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
551,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-08-08 20:25:37.491","2025-08-11 12:57:27.947",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
552,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-08-08 20:51:40.613","2025-08-11 12:57:31.35",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
553,"Empresa Teste","teste","EM","DELETED","2025-08-08 20:56:49.347","2025-08-08 20:57:39.919",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
554,"Object Edge Airlines, Inc.","QAT","QA","DELETED","2025-08-08 23:02:53.264","2025-08-11 12:56:38.012",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
555,"Empresa Teste","teste","EM","DELETED","2025-08-08 23:07:51.854","2025-08-08 23:08:41.653",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
556,"Object Edge Airlines, Inc.","QAT","QA","DELETED","2025-08-09 23:02:59.753","2025-08-11 12:57:34.36",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
557,"Empresa Teste","teste","EM","DELETED","2025-08-09 23:08:29.169","2025-08-09 23:09:19.654",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
558,"QATest","QAT","QA","DELETED","2025-08-10 23:02:53.216","2025-08-11 12:57:37.405",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
559,"Empresa Teste","teste","EM","DELETED","2025-08-10 23:08:06.602","2025-08-10 23:08:56.056",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
560,"QATest","QAT","QA","DELETED","2025-08-11 12:51:35.606","2025-08-11 12:57:39.997",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
561,"QATest","QAT","QA","DELETED","2025-08-11 12:52:22.962","2025-08-11 12:57:42.673",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
562,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-08-11 13:22:44.68","2025-08-11 14:31:58.488",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
563,"Empresa Teste","teste","EM","DELETED","2025-08-11 13:28:15.706","2025-08-11 13:29:05.801",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
564,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-08-11 14:37:45.645","2025-08-11 14:38:23.737",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
565,"Empresa Teste","teste","EM","DELETED","2025-08-11 14:43:11.502","2025-08-11 14:44:01.409",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
566,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-08-11 23:02:46.995","2025-08-11 23:03:25.113",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
567,"Empresa Teste","teste","EM","DELETED","2025-08-11 23:08:16.975","2025-08-11 23:09:07.423",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
568,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-08-12 18:10:13.563","2025-08-12 18:10:52.591",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
569,"Empresa Teste","teste","EM","DELETED","2025-08-12 18:15:27.123","2025-08-12 18:16:17.638",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
570,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-08-12 23:03:07.899","2025-08-12 23:03:46.957",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
571,"Empresa Teste","teste","EM","DELETED","2025-08-12 23:08:18.124","2025-08-12 23:09:08.653",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
572,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-08-13 23:03:11.867","2025-08-13 23:03:51.111",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
573,"Empresa Teste","teste","EM","DELETED","2025-08-13 23:08:50.946","2025-08-13 23:09:41.72",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
574,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-08-14 14:39:07.566","2025-08-14 14:39:45.377",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
575,"Empresa Teste","teste","EM","DELETED","2025-08-14 14:44:28.823","2025-08-14 14:45:18.382",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
576,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-08-14 20:34:53.441","2025-08-14 20:35:31.716",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
577,"Empresa Teste","teste","EM","DELETED","2025-08-14 20:40:18.166","2025-08-14 20:41:07.729",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
578,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-08-14 23:02:58.384","2025-08-14 23:03:36.174",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
579,"Empresa Teste","teste","EM","DELETED","2025-08-14 23:08:23.204","2025-08-14 23:09:13.494",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
580,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-08-15 20:17:06.749","2025-08-15 20:17:45.291",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
581,"Empresa Teste","teste","EM","DELETED","2025-08-15 20:22:37.251","2025-08-15 20:23:27.816",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
582,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-08-15 23:03:02.126","2025-08-15 23:03:39.657",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
583,"Empresa Teste","teste","EM","DELETED","2025-08-15 23:08:21.766","2025-08-15 23:09:11.383",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
584,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-08-16 23:02:56.898","2025-08-16 23:03:34.985",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
585,"Empresa Teste","teste","EM","DELETED","2025-08-16 23:08:23.796","2025-08-16 23:09:13.77",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
586,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-08-17 23:03:13.349","2025-08-17 23:03:51.306",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
587,"Empresa Teste","teste","EM","DELETED","2025-08-17 23:08:36.44","2025-08-17 23:09:26.448",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
588,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-08-18 18:54:51.346","2025-08-18 18:55:29.314",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
589,"Empresa Teste","teste","EM","DELETED","2025-08-18 18:59:49.766","2025-08-18 19:00:39.493",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
590,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-08-18 19:21:51.497","2025-08-18 19:22:29.558",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
591,"Empresa Teste","teste","EM","DELETED","2025-08-18 19:26:53.336","2025-08-18 19:27:43.438",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
592,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-08-18 23:03:08.311","2025-08-18 23:03:46.222",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
593,"Empresa Teste","teste","EM","DELETED","2025-08-18 23:08:33.889","2025-08-18 23:09:23.962",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
594,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-08-19 13:20:03.468","2025-08-19 13:20:41.167",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
595,"Empresa Teste","teste","EM","DELETED","2025-08-19 13:25:00.921","2025-08-19 13:25:50.813",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
596,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-08-19 18:04:08.146","2025-08-19 23:03:45.962",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
597,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-08-19 23:03:07.888","2025-08-20 16:08:27.829",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
598,"Empresa Teste","teste","EM","DELETED","2025-08-19 23:08:10.786","2025-08-19 23:09:00.634",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
599,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-08-20 16:07:49.281","2025-08-20 23:04:12.47",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
600,"Empresa Teste","teste","EM","DELETED","2025-08-20 16:13:03.371","2025-08-20 16:13:53.326",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
601,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-08-20 23:03:34.041","2025-08-21 23:03:48.579",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
602,"Empresa Teste","teste","EM","DELETED","2025-08-20 23:08:51.668","2025-08-20 23:09:41.993",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
603,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-08-21 23:03:09.139","2025-08-22 23:03:49.061",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
604,"Empresa Teste","teste","EM","DELETED","2025-08-21 23:08:24.059","2025-08-21 23:09:14.787",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
605,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-08-22 23:03:11.297","2025-08-23 23:04:11.699",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
606,"Empresa Teste","teste","EM","DELETED","2025-08-22 23:08:16.82","2025-08-22 23:09:06.709",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
607,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-08-23 23:03:34.223","2025-08-24 23:03:40.762",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
608,"Empresa Teste","teste","EM","DELETED","2025-08-23 23:08:33.562","2025-08-23 23:09:23.853",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
609,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-08-24 23:03:02.788","2025-08-25 17:46:45.435",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
610,"Empresa Teste","teste","EM","DELETED","2025-08-24 23:08:11.547","2025-08-24 23:09:01.774",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
611,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-08-25 17:46:07.646","2025-08-25 17:46:55.211",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
612,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-08-25 17:46:16.525","2025-08-25 19:17:09.032",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
613,"Empresa Teste","teste","EM","DELETED","2025-08-25 17:51:15.494","2025-08-25 17:52:26.664",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
614,"Empresa Teste","teste","EM","DELETED","2025-08-25 17:51:36.149","2025-08-25 17:52:05.292",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
615,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-08-25 19:16:29.77","2025-08-25 23:03:38.693",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
616,"Empresa Teste","teste","EM","DELETED","2025-08-25 19:21:57.97","2025-08-25 19:22:48.872",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
617,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-08-25 23:03:01.161","2025-08-26 12:20:53.81",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
618,"Empresa Teste","teste","EM","DELETED","2025-08-25 23:08:00.259","2025-08-25 23:08:49.645",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
619,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-08-26 12:20:16.01","2025-08-26 23:03:35.905",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
620,"Empresa Teste","teste","EM","DELETED","2025-08-26 12:26:21.454","2025-08-26 12:27:11.539",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
621,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-03 19:09:53.987","2025-09-03 19:27:25.688",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
622,"QATest","QAT","QA","DELETED","2025-09-03 19:24:34.479","2025-09-03 19:29:32.938",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
623,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-03 20:01:20.545","2025-09-03 20:01:47.542",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
624,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-03 23:02:47.627","2025-09-03 23:03:14.715",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
625,"Empresa Teste","teste","EM","DELETED","2025-09-04 13:16:59.136","2025-09-04 14:00:02.504",NULL,NULL,"","/assets/images/united_dark_bg.png","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
626,"Empresa Teste","teste","EM","DELETED","2025-09-04 13:18:19.786","2025-09-04 14:00:04.9",NULL,NULL,"","/assets/images/united_dark_bg.png","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
627,"Empresa Test","TT","AR","DELETED","2025-09-04 13:21:09.216","2025-09-04 13:58:58.919",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
628,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-04 14:03:10.137","2025-09-04 14:03:37.206",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
629,"Empresa Test","TT","AR","DELETED","2025-09-04 14:09:14.829","2025-09-04 14:10:12.601",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
630,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-04 23:02:44.626","2025-09-04 23:03:12.334",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
631,"Empresa Test","TT","AR","DELETED","2025-09-04 23:08:51.19","2025-09-04 23:09:48.742",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
632,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-05 23:02:57.534","2025-09-06 23:03:31.646",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
633,"Empresa Test","TT","AR","DELETED","2025-09-05 23:09:01.487","2025-09-05 23:09:59.475",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
634,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-06 23:03:03.515","2025-09-07 23:03:20.151",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
635,"Empresa Test","TT","AR","DELETED","2025-09-06 23:09:18.105","2025-09-06 23:10:16.184",NULL,NULL,"","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
636,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-07 23:02:52.492","2025-09-08 19:28:05.582",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
637,"Empresa Test","TT","AR","DELETED","2025-09-07 23:09:01.68","2025-09-07 23:09:59.705",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
638,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-08 19:27:37.081","2025-09-08 19:45:10.211",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
639,"Empresa Test","TT","AR","DELETED","2025-09-08 19:33:54.665","2025-09-08 19:34:53.03",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
640,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-08 19:44:41.429","2025-09-08 20:07:16.407",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
641,"Empresa Test","TT","AR","DELETED","2025-09-08 19:50:59.593","2025-09-08 19:51:58.24",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
642,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-08 20:06:49.941","2025-09-08 20:50:46.755",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
643,"Empresa Test","TT","AR","DELETED","2025-09-08 20:12:26.202","2025-09-08 20:13:24.464",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
644,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-08 20:50:20.067","2025-09-08 23:04:09.663",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
645,"Empresa Test","TT","AR","DELETED","2025-09-08 20:56:00.792","2025-09-08 20:56:59.1",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
646,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-08 23:03:41.089","2025-09-09 12:10:07.246",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
647,"Empresa Test","TT","AR","DELETED","2025-09-08 23:09:33.173","2025-09-08 23:10:31.793",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
648,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-09 12:09:40.104","2025-09-09 12:21:10.865",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
